,product_id,product_name,category,stock_quantity,warehouse_location,stock_status,inventory_value,date_updated
1141,PRD1141,Produk_1141,Makanan & Minuman,118,Gudang B,Tersedia,703455.27,2025-05-03
1142,PRD1142,Produk_1142,Kesehatan,148,Gudang C,Tersedia,3739014.81,2025-05-03
1143,PRD1143,Produk_1143,Otomotif,464,Gudang C,Habis,249090.2,2025-05-15
1144,PRD1144,Produk_1144,Elektronik,149,Gudang A,Habis,4743116.43,2025-05-07
1145,PRD1145,Produk_1145,Elektronik,431,Gudang A,Tersedia,3558688.84,2025-05-07
1146,PRD1146,Produk_1146,Kesehatan,292,Gudang A,Tersedia,43914.78,2025-05-06
1147,PRD1147,Produk_1147,Kesehatan,142,Gudang A,Tersedia,3821643.94,2025-05-03
1148,PRD1148,Produk_1148,Peralatan Rumah Tangga,418,Gudang C,Tersedia,2575268.78,2025-05-14
1149,PRD1149,Produk_1149,Elektronik,475,Gudang A,Tersedia,3899032.2,2025-05-13
1150,PRD1150,Produk_1150,Otomotif,454,Gudang A,Habis,2617259.08,2025-05-07
1151,PRD1151,Produk_1151,Makanan & Minuman,159,Gudang A,Segera Habis,3208714.04,2025-05-05
1152,PRD1152,Produk_1152,Otomotif,10,Gudang A,Tersedia,3933794.96,2025-05-07
1153,PRD1153,Produk_1153,Pakaian,137,Gudang C,Tersedia,2031489.19,2025-05-02
1154,PRD1154,Produk_1154,Pakaian,456,Gudang A,Tersedia,23513.67,2025-05-06
1155,PRD1155,Produk_1155,Kesehatan,77,Gudang C,Tersedia,4251233.01,2025-05-14
1156,PRD1156,Produk_1156,Peralatan Rumah Tangga,76,Gudang B,Tersedia,1910642.91,2025-05-08
1157,PRD1157,Produk_1157,Pakaian,440,Gudang C,Tersedia,2485253.2,2025-05-01
1158,PRD1158,Produk_1158,Elektronik,253,Gudang C,Habis,48755.54,2025-05-04
1159,PRD1159,Produk_1159,Otomotif,408,Gudang A,Tersedia,2465539.13,2025-05-11
1160,PRD1160,Produk_1160,Otomotif,257,Gudang B,Tersedia,4932572.13,2025-05-01
1161,PRD1161,Produk_1161,Kesehatan,319,Gudang B,Segera Habis,1398555.63,2025-05-14
1162,PRD1162,Produk_1162,Makanan & Minuman,290,Gudang B,Habis,1983137.17,2025-05-01
1163,PRD1163,Produk_1163,Kesehatan,262,Gudang B,Tersedia,3439078.08,2025-05-10
1164,PRD1164,Produk_1164,Makanan & Minuman,84,Gudang C,Tersedia,4075820.4,2025-05-12
1165,PRD1165,Produk_1165,Kesehatan,145,Gudang B,Tersedia,2092784.2,2025-05-14
1166,PRD1166,Produk_1166,Kesehatan,322,Gudang C,Habis,1555247.66,2025-05-14
1167,PRD1167,Produk_1167,Kesehatan,41,Gudang C,Habis,4689750.74,2025-05-11
1168,PRD1168,Produk_1168,Makanan & Minuman,373,Gudang C,Tersedia,3388953.38,2025-05-08
1169,PRD1169,Produk_1169,Makanan & Minuman,124,Gudang B,Tersedia,603916.31,2025-05-07
1170,PRD1170,Produk_1170,Kesehatan,166,Gudang A,Habis,353950.11,2025-05-12
1171,PRD1171,Produk_1171,Pakaian,424,Gudang A,Tersedia,2422913.76,2025-05-10
1172,PRD1172,Produk_1172,Peralatan Rumah Tangga,240,Gudang B,Tersedia,1108249.43,2025-05-13
1173,PRD1173,Produk_1173,Peralatan Rumah Tangga,458,Gudang A,Tersedia,1277383.92,2025-05-01
1174,PRD1174,Produk_1174,Peralatan Rumah Tangga,486,Gudang A,Tersedia,4389683.97,2025-05-11
1175,PRD1175,Produk_1175,Makanan & Minuman,279,Gudang C,Tersedia,456934.46,2025-05-14
1176,PRD1176,Produk_1176,Makanan & Minuman,187,Gudang C,Habis,3579666.93,2025-05-13
1177,PRD1177,Produk_1177,Pakaian,301,Gudang B,Segera Habis,1362999.84,2025-05-02
1178,PRD1178,Produk_1178,Peralatan Rumah Tangga,18,Gudang B,Tersedia,3804037.82,2025-05-04
1179,PRD1179,Produk_1179,Peralatan Rumah Tangga,67,Gudang A,Tersedia,3614832.81,2025-05-01
1180,PRD1180,Produk_1180,Kesehatan,217,Gudang C,Tersedia,46885.59,2025-05-03
1181,PRD1181,Produk_1181,Makanan & Minuman,101,Gudang B,Tersedia,2550585.71,2025-05-08
1182,PRD1182,Produk_1182,Peralatan Rumah Tangga,41,Gudang B,Tersedia,705204.22,2025-05-08
1183,PRD1183,Produk_1183,Otomotif,287,Gudang B,Segera Habis,4332472.88,2025-05-08
1184,PRD1184,Produk_1184,Pakaian,166,Gudang B,Tersedia,4359213.56,2025-05-06
1185,PRD1185,Produk_1185,Otomotif,108,Gudang B,Tersedia,2097545.58,2025-05-06
1186,PRD1186,Produk_1186,Otomotif,493,Gudang B,Tersedia,2227534.14,2025-05-05
1187,PRD1187,Produk_1187,Pakaian,35,Gudang A,Habis,1523381.87,2025-05-13
1188,PRD1188,Produk_1188,Otomotif,231,Gudang C,Habis,3585865.43,2025-05-09
1189,PRD1189,Produk_1189,Peralatan Rumah Tangga,228,Gudang C,Segera Habis,1799720.2,2025-05-04
1190,PRD1190,Produk_1190,Makanan & Minuman,352,Gudang B,Habis,1346284.45,2025-05-10
1191,PRD1191,Produk_1191,Pakaian,163,Gudang C,Tersedia,2166832.99,2025-05-15
1192,PRD1192,Produk_1192,Kesehatan,386,Gudang C,Tersedia,466522.72,2025-05-12
1193,PRD1193,Produk_1193,Otomotif,72,Gudang C,Tersedia,3735549.99,2025-05-12
1194,PRD1194,Produk_1194,Pakaian,135,Gudang B,Tersedia,72856.04,2025-05-12
1195,PRD1195,Produk_1195,Elektronik,352,Gudang B,Tersedia,3225980.46,2025-05-07
1196,PRD1196,Produk_1196,Elektronik,378,Gudang C,Tersedia,922493.99,2025-05-01
1197,PRD1197,Produk_1197,Makanan & Minuman,69,Gudang C,Tersedia,1169696.19,2025-05-15
1198,PRD1198,Produk_1198,Peralatan Rumah Tangga,424,Gudang B,Tersedia,3181803.67,2025-05-09
1199,PRD1199,Produk_1199,Makanan & Minuman,486,Gudang A,Tersedia,4964787.89,2025-05-07
1200,PRD1200,Produk_1200,Makanan & Minuman,195,Gudang C,Habis,3890810.27,2025-05-10
1201,PRD1201,Produk_1201,Makanan & Minuman,268,Gudang A,Tersedia,1136939.76,2025-05-12
1202,PRD1202,Produk_1202,Makanan & Minuman,48,Gudang C,Tersedia,888363.53,2025-05-09
1203,PRD1203,Produk_1203,Kesehatan,315,Gudang A,Tersedia,4332502.02,2025-05-07
1204,PRD1204,Produk_1204,Kesehatan,129,Gudang A,Tersedia,2226477.9,2025-05-02
1205,PRD1205,Produk_1205,Pakaian,443,Gudang A,Tersedia,693893.49,2025-05-15
1206,PRD1206,Produk_1206,Elektronik,4,Gudang B,Tersedia,4312435.0,2025-05-06
1207,PRD1207,Produk_1207,Makanan & Minuman,427,Gudang A,Tersedia,4082300.84,2025-05-10
1208,PRD1208,Produk_1208,Pakaian,26,Gudang A,Tersedia,4919692.76,2025-05-12
1209,PRD1209,Produk_1209,Elektronik,159,Gudang A,Tersedia,4549621.0,2025-05-11
1210,PRD1210,Produk_1210,Otomotif,148,Gudang C,Tersedia,4260433.79,2025-05-04
1211,PRD1211,Produk_1211,Peralatan Rumah Tangga,263,Gudang A,Tersedia,272346.25,2025-05-03
1212,PRD1212,Produk_1212,Kesehatan,229,Gudang C,Tersedia,531032.69,2025-05-02
1213,PRD1213,Produk_1213,Otomotif,199,Gudang A,Tersedia,2849226.14,2025-05-06
1214,PRD1214,Produk_1214,Elektronik,49,Gudang A,Tersedia,2662081.44,2025-05-08
1215,PRD1215,Produk_1215,Otomotif,66,Gudang B,Tersedia,2295236.44,2025-05-06
1216,PRD1216,Produk_1216,Peralatan Rumah Tangga,299,Gudang C,Tersedia,1989978.73,2025-05-09
1217,PRD1217,Produk_1217,Elektronik,380,Gudang A,Tersedia,2161740.32,2025-05-14
1218,PRD1218,Produk_1218,Otomotif,57,Gudang C,Tersedia,2850796.69,2025-05-05
1219,PRD1219,Produk_1219,Kesehatan,258,Gudang C,Habis,20361.82,2025-05-02
1220,PRD1220,Produk_1220,Kesehatan,341,Gudang B,Habis,1310936.78,2025-05-08
1221,PRD1221,Produk_1221,Pakaian,325,Gudang B,Habis,2596215.81,2025-05-09
1222,PRD1222,Produk_1222,Otomotif,129,Gudang B,Tersedia,3613858.33,2025-05-14
1223,PRD1223,Produk_1223,Makanan & Minuman,214,Gudang B,Tersedia,879041.9,2025-05-10
1224,PRD1224,Produk_1224,Otomotif,171,Gudang B,Tersedia,2738937.06,2025-05-04
1225,PRD1225,Produk_1225,Elektronik,257,Gudang B,Tersedia,3575153.82,2025-05-06
1226,PRD1226,Produk_1226,Elektronik,101,Gudang B,Tersedia,2228692.01,2025-05-15
1227,PRD1227,Produk_1227,Otomotif,208,Gudang B,Tersedia,145134.86,2025-05-11
1228,PRD1228,Produk_1228,Peralatan Rumah Tangga,290,Gudang A,Segera Habis,2251848.11,2025-05-10
1229,PRD1229,Produk_1229,Kesehatan,353,Gudang C,Tersedia,1489259.99,2025-05-08
1230,PRD1230,Produk_1230,Elektronik,470,Gudang B,Habis,4648951.54,2025-05-09
1231,PRD1231,Produk_1231,Kesehatan,285,Gudang B,Tersedia,631820.79,2025-05-12
1232,PRD1232,Produk_1232,Elektronik,115,Gudang C,Tersedia,3265855.02,2025-05-05
1233,PRD1233,Produk_1233,Pakaian,263,Gudang A,Tersedia,273071.63,2025-05-12
1234,PRD1234,Produk_1234,Makanan & Minuman,149,Gudang C,Tersedia,2236390.48,2025-05-06
1235,PRD1235,Produk_1235,Elektronik,299,Gudang C,Habis,2774357.64,2025-05-11
1236,PRD1236,Produk_1236,Kesehatan,441,Gudang B,Tersedia,1496795.11,2025-05-04
1237,PRD1237,Produk_1237,Pakaian,35,Gudang C,Tersedia,2280827.42,2025-05-05
1238,PRD1238,Produk_1238,Elektronik,452,Gudang C,Habis,826133.43,2025-05-07
1239,PRD1239,Produk_1239,Peralatan Rumah Tangga,332,Gudang B,Tersedia,1527578.01,2025-05-09
1240,PRD1240,Produk_1240,Makanan & Minuman,476,Gudang B,Segera Habis,3109320.56,2025-05-10
1241,PRD1241,Produk_1241,Elektronik,286,Gudang B,Tersedia,1515982.28,2025-05-11
1242,PRD1242,Produk_1242,Pakaian,302,Gudang B,Tersedia,4499717.96,2025-05-13
1243,PRD1243,Produk_1243,Peralatan Rumah Tangga,310,Gudang C,Tersedia,3145750.72,2025-05-06
1244,PRD1244,Produk_1244,Otomotif,207,Gudang C,Tersedia,2198858.6,2025-05-14
1245,PRD1245,Produk_1245,Pakaian,105,Gudang A,Tersedia,203397.11,2025-05-06
1246,PRD1246,Produk_1246,Pakaian,445,Gudang A,Tersedia,2502746.19,2025-05-08
1247,PRD1247,Produk_1247,Peralatan Rumah Tangga,157,Gudang C,Habis,3826233.45,2025-05-11
1248,PRD1248,Produk_1248,Pakaian,120,Gudang A,Habis,1335132.41,2025-05-04
1249,PRD1249,Produk_1249,Peralatan Rumah Tangga,54,Gudang C,Tersedia,4035800.11,2025-05-03
1250,PRD1250,Produk_1250,Elektronik,399,Gudang A,Tersedia,1266515.76,2025-05-14
1251,PRD1251,Produk_1251,Peralatan Rumah Tangga,11,Gudang B,Tersedia,4120494.48,2025-05-07
1252,PRD1252,Produk_1252,Peralatan Rumah Tangga,144,Gudang A,Tersedia,435489.02,2025-05-05
1253,PRD1253,Produk_1253,Makanan & Minuman,399,Gudang B,Tersedia,4332256.71,2025-05-02
1254,PRD1254,Produk_1254,Peralatan Rumah Tangga,395,Gudang B,Tersedia,2500940.39,2025-05-02
1255,PRD1255,Produk_1255,Peralatan Rumah Tangga,135,Gudang B,Tersedia,1489722.57,2025-05-11
1256,PRD1256,Produk_1256,Otomotif,467,Gudang B,Tersedia,1332915.12,2025-05-06
1257,PRD1257,Produk_1257,Elektronik,2,Gudang A,Segera Habis,2165732.69,2025-05-08
1258,PRD1258,Produk_1258,Makanan & Minuman,143,Gudang C,Tersedia,4995257.0,2025-05-01
1259,PRD1259,Produk_1259,Otomotif,29,Gudang B,Tersedia,1109433.69,2025-05-15
1260,PRD1260,Produk_1260,Kesehatan,236,Gudang A,Tersedia,525051.08,2025-05-11
1261,PRD1261,Produk_1261,Elektronik,278,Gudang B,Tersedia,2929325.49,2025-05-06
1262,PRD1262,Produk_1262,Elektronik,347,Gudang A,Tersedia,2447826.91,2025-05-12
1263,PRD1263,Produk_1263,Kesehatan,114,Gudang A,Tersedia,2625739.39,2025-05-02
1264,PRD1264,Produk_1264,Peralatan Rumah Tangga,103,Gudang A,Habis,3338007.73,2025-05-02
1265,PRD1265,Produk_1265,Otomotif,117,Gudang C,Tersedia,1343048.91,2025-05-07
1266,PRD1266,Produk_1266,Pakaian,4,Gudang A,Tersedia,4554218.33,2025-05-10
1267,PRD1267,Produk_1267,Makanan & Minuman,467,Gudang A,Segera Habis,2184003.61,2025-05-01
1268,PRD1268,Produk_1268,Pakaian,359,Gudang C,Habis,654140.11,2025-05-06
1269,PRD1269,Produk_1269,Kesehatan,247,Gudang C,Tersedia,3714070.8,2025-05-14
1270,PRD1270,Produk_1270,Elektronik,363,Gudang A,Tersedia,3219090.72,2025-05-07
1271,PRD1271,Produk_1271,Elektronik,320,Gudang C,Tersedia,1585559.58,2025-05-14
1272,PRD1272,Produk_1272,Makanan & Minuman,120,Gudang B,Tersedia,3111378.43,2025-05-08
1273,PRD1273,Produk_1273,Elektronik,285,Gudang B,Tersedia,1107111.16,2025-05-07
1274,PRD1274,Produk_1274,Elektronik,148,Gudang C,Tersedia,2229748.4,2025-05-06
1275,PRD1275,Produk_1275,Makanan & Minuman,83,Gudang C,Tersedia,4498068.49,2025-05-09
1276,PRD1276,Produk_1276,Otomotif,453,Gudang A,Tersedia,676335.82,2025-05-13
1277,PRD1277,Produk_1277,Otomotif,405,Gudang C,Tersedia,1939615.29,2025-05-03
1278,PRD1278,Produk_1278,Makanan & Minuman,465,Gudang A,Tersedia,4107500.7,2025-05-11
1279,PRD1279,Produk_1279,Kesehatan,455,Gudang B,Tersedia,4847759.59,2025-05-06
1280,PRD1280,Produk_1280,Elektronik,230,Gudang C,Tersedia,2275091.42,2025-05-04
1281,PRD1281,Produk_1281,Elektronik,287,Gudang A,Tersedia,2539928.1,2025-05-02
1282,PRD1282,Produk_1282,Kesehatan,160,Gudang A,Tersedia,2865138.09,2025-05-01
1283,PRD1283,Produk_1283,Otomotif,271,Gudang B,Tersedia,4662417.23,2025-05-12
1284,PRD1284,Produk_1284,Peralatan Rumah Tangga,459,Gudang C,Tersedia,4292451.89,2025-05-12
1285,PRD1285,Produk_1285,Peralatan Rumah Tangga,37,Gudang B,Tersedia,861299.61,2025-05-14
1286,PRD1286,Produk_1286,Peralatan Rumah Tangga,499,Gudang A,Tersedia,2189421.51,2025-05-01
1287,PRD1287,Produk_1287,Otomotif,225,Gudang A,Habis,2325362.14,2025-05-11
1288,PRD1288,Produk_1288,Otomotif,141,Gudang C,Habis,3947589.6,2025-05-10
1289,PRD1289,Produk_1289,Kesehatan,291,Gudang A,Tersedia,3018435.48,2025-05-03
1290,PRD1290,Produk_1290,Elektronik,480,Gudang C,Tersedia,3274560.11,2025-05-04
1291,PRD1291,Produk_1291,Kesehatan,150,Gudang B,Tersedia,4991017.54,2025-05-02
1292,PRD1292,Produk_1292,Kesehatan,113,Gudang C,Tersedia,384050.62,2025-05-13
1293,PRD1293,Produk_1293,Otomotif,236,Gudang C,Tersedia,1122819.02,2025-05-12
1294,PRD1294,Produk_1294,Peralatan Rumah Tangga,65,Gudang A,Segera Habis,2045400.73,2025-05-11
1295,PRD1295,Produk_1295,Pakaian,360,Gudang A,Tersedia,1745434.19,2025-05-11
1296,PRD1296,Produk_1296,Elektronik,340,Gudang C,Tersedia,118011.35,2025-05-14
1297,PRD1297,Produk_1297,Otomotif,257,Gudang A,Habis,467970.26,2025-05-11
1298,PRD1298,Produk_1298,Peralatan Rumah Tangga,474,Gudang A,Segera Habis,3407956.92,2025-05-01
1299,PRD1299,Produk_1299,Pakaian,248,Gudang A,Habis,4397829.07,2025-05-04
1300,PRD1300,Produk_1300,Pakaian,456,Gudang C,Tersedia,2575992.79,2025-05-15
1301,PRD1301,Produk_1301,Otomotif,448,Gudang A,Tersedia,2700563.49,2025-05-07
1302,PRD1302,Produk_1302,Makanan & Minuman,330,Gudang C,Tersedia,1282916.23,2025-05-10
1303,PRD1303,Produk_1303,Elektronik,322,Gudang A,Tersedia,3841703.05,2025-05-11
1304,PRD1304,Produk_1304,Pakaian,179,Gudang B,Tersedia,3761454.99,2025-05-06
1305,PRD1305,Produk_1305,Otomotif,189,Gudang A,Tersedia,2945944.79,2025-05-06
1306,PRD1306,Produk_1306,Otomotif,406,Gudang A,Segera Habis,1071194.79,2025-05-11
1307,PRD1307,Produk_1307,Peralatan Rumah Tangga,153,Gudang C,Tersedia,494120.91,2025-05-09
1308,PRD1308,Produk_1308,Makanan & Minuman,195,Gudang C,Tersedia,330550.49,2025-05-14
1309,PRD1309,Produk_1309,Elektronik,465,Gudang A,Tersedia,2967553.37,2025-05-15
1310,PRD1310,Produk_1310,Kesehatan,310,Gudang B,Tersedia,4126926.24,2025-05-02
1311,PRD1311,Produk_1311,Peralatan Rumah Tangga,261,Gudang A,Tersedia,4293068.85,2025-05-04
1312,PRD1312,Produk_1312,Pakaian,418,Gudang A,Tersedia,2323474.15,2025-05-05
1313,PRD1313,Produk_1313,Pakaian,405,Gudang B,Tersedia,3923513.78,2025-05-01
1314,PRD1314,Produk_1314,Peralatan Rumah Tangga,426,Gudang C,Habis,4734932.18,2025-05-08
1315,PRD1315,Produk_1315,Otomotif,142,Gudang A,Tersedia,1383098.86,2025-05-08
1316,PRD1316,Produk_1316,Pakaian,341,Gudang C,Segera Habis,1995822.13,2025-05-06
1317,PRD1317,Produk_1317,Makanan & Minuman,315,Gudang C,Tersedia,4658080.17,2025-05-12
1318,PRD1318,Produk_1318,Elektronik,100,Gudang B,Tersedia,1697772.53,2025-05-05
1319,PRD1319,Produk_1319,Makanan & Minuman,243,Gudang B,Tersedia,4570242.69,2025-05-08
1320,PRD1320,Produk_1320,Pakaian,489,Gudang C,Tersedia,4905413.86,2025-05-03
1321,PRD1321,Produk_1321,Kesehatan,11,Gudang A,Tersedia,3312435.54,2025-05-03
1322,PRD1322,Produk_1322,Elektronik,238,Gudang C,Tersedia,4086282.54,2025-05-02
1323,PRD1323,Produk_1323,Elektronik,48,Gudang A,Habis,3750232.37,2025-05-05
1324,PRD1324,Produk_1324,Peralatan Rumah Tangga,41,Gudang A,Habis,3500675.95,2025-05-03
1325,PRD1325,Produk_1325,Peralatan Rumah Tangga,165,Gudang B,Tersedia,1541586.05,2025-05-03
1326,PRD1326,Produk_1326,Kesehatan,81,Gudang A,Habis,294900.75,2025-05-15
1327,PRD1327,Produk_1327,Otomotif,428,Gudang A,Tersedia,1721828.15,2025-05-06
1328,PRD1328,Produk_1328,Elektronik,290,Gudang C,Habis,3338010.57,2025-05-08
1329,PRD1329,Produk_1329,Kesehatan,157,Gudang B,Tersedia,521620.7,2025-05-02
1330,PRD1330,Produk_1330,Peralatan Rumah Tangga,215,Gudang A,Tersedia,69470.74,2025-05-04
1331,PRD1331,Produk_1331,Peralatan Rumah Tangga,489,Gudang A,Habis,707064.94,2025-05-11
1332,PRD1332,Produk_1332,Elektronik,157,Gudang B,Tersedia,3581522.27,2025-05-07
1333,PRD1333,Produk_1333,Makanan & Minuman,461,Gudang C,Habis,4864240.57,2025-05-01
1334,PRD1334,Produk_1334,Pakaian,133,Gudang B,Tersedia,4915492.85,2025-05-01
1335,PRD1335,Produk_1335,Peralatan Rumah Tangga,66,Gudang B,Tersedia,2474955.95,2025-05-12
1336,PRD1336,Produk_1336,Otomotif,335,Gudang A,Tersedia,4348067.98,2025-05-13
1337,PRD1337,Produk_1337,Otomotif,6,Gudang A,Tersedia,3686764.01,2025-05-10
1338,PRD1338,Produk_1338,Peralatan Rumah Tangga,435,Gudang C,Tersedia,2510190.78,2025-05-07
1339,PRD1339,Produk_1339,Makanan & Minuman,13,Gudang A,Habis,2868075.06,2025-05-14
1340,PRD1340,Produk_1340,Makanan & Minuman,72,Gudang A,Tersedia,694763.46,2025-05-07
1341,PRD1341,Produk_1341,Kesehatan,398,Gudang B,Habis,4688930.69,2025-05-01
1342,PRD1342,Produk_1342,Otomotif,404,Gudang A,Habis,1766129.56,2025-05-01
1343,PRD1343,Produk_1343,Kesehatan,162,Gudang C,Tersedia,2236284.79,2025-05-04
1344,PRD1344,Produk_1344,Otomotif,65,Gudang B,Habis,3361584.55,2025-05-05
1345,PRD1345,Produk_1345,Pakaian,346,Gudang C,Segera Habis,1676173.33,2025-05-05
1346,PRD1346,Produk_1346,Pakaian,129,Gudang B,Habis,1278753.21,2025-05-04
1347,PRD1347,Produk_1347,Elektronik,418,Gudang A,Habis,3158936.47,2025-05-08
1348,PRD1348,Produk_1348,Kesehatan,465,Gudang B,Segera Habis,134670.57,2025-05-07
1349,PRD1349,Produk_1349,Peralatan Rumah Tangga,205,Gudang B,Tersedia,3606418.31,2025-05-09
1350,PRD1350,Produk_1350,Kesehatan,275,Gudang A,Tersedia,2574976.62,2025-05-07
1351,PRD1351,Produk_1351,Peralatan Rumah Tangga,465,Gudang A,Habis,3032711.12,2025-05-15
1352,PRD1352,Produk_1352,Makanan & Minuman,255,Gudang C,Tersedia,3163081.99,2025-05-10
1353,PRD1353,Produk_1353,Kesehatan,265,Gudang C,Tersedia,2639980.28,2025-05-01
1354,PRD1354,Produk_1354,Makanan & Minuman,24,Gudang A,Tersedia,2916843.55,2025-05-13
1355,PRD1355,Produk_1355,Pakaian,449,Gudang A,Habis,3422103.12,2025-05-14
1356,PRD1356,Produk_1356,Pakaian,280,Gudang A,Tersedia,3768063.05,2025-05-07
1357,PRD1357,Produk_1357,Elektronik,252,Gudang B,Segera Habis,3639987.43,2025-05-01
1358,PRD1358,Produk_1358,Kesehatan,309,Gudang B,Tersedia,4349386.12,2025-05-07
1359,PRD1359,Produk_1359,Makanan & Minuman,288,Gudang B,Tersedia,955322.73,2025-05-10
1360,PRD1360,Produk_1360,Peralatan Rumah Tangga,163,Gudang A,Tersedia,2011728.37,2025-05-08
1361,PRD1361,Produk_1361,Pakaian,94,Gudang C,Tersedia,4739502.37,2025-05-11
1362,PRD1362,Produk_1362,Pakaian,269,Gudang A,Tersedia,1988986.97,2025-05-09
1363,PRD1363,Produk_1363,Peralatan Rumah Tangga,320,Gudang B,Segera Habis,633101.68,2025-05-12
1364,PRD1364,Produk_1364,Makanan & Minuman,109,Gudang B,Habis,2631971.18,2025-05-03
1365,PRD1365,Produk_1365,Makanan & Minuman,335,Gudang A,Tersedia,556359.95,2025-05-15
1366,PRD1366,Produk_1366,Kesehatan,309,Gudang A,Tersedia,1022237.66,2025-05-04
1367,PRD1367,Produk_1367,Kesehatan,237,Gudang B,Habis,4991610.6,2025-05-04
1368,PRD1368,Produk_1368,Otomotif,380,Gudang B,Segera Habis,2711399.57,2025-05-12
1369,PRD1369,Produk_1369,Otomotif,435,Gudang B,Tersedia,1427451.36,2025-05-09
1370,PRD1370,Produk_1370,Elektronik,386,Gudang A,Tersedia,4973927.02,2025-05-13
1371,PRD1371,Produk_1371,Pakaian,482,Gudang B,Tersedia,4833129.0,2025-05-07
1372,PRD1372,Produk_1372,Kesehatan,424,Gudang B,Habis,2209287.82,2025-05-03
1373,PRD1373,Produk_1373,Makanan & Minuman,389,Gudang C,Tersedia,1309411.51,2025-05-10
1374,PRD1374,Produk_1374,Peralatan Rumah Tangga,24,Gudang A,Tersedia,4193614.19,2025-05-05
1375,PRD1375,Produk_1375,Makanan & Minuman,140,Gudang C,Tersedia,3580947.38,2025-05-07
1376,PRD1376,Produk_1376,Pakaian,116,Gudang C,Habis,3437837.76,2025-05-08
1377,PRD1377,Produk_1377,Otomotif,481,Gudang B,Tersedia,4466637.57,2025-05-01
1378,PRD1378,Produk_1378,Makanan & Minuman,391,Gudang A,Tersedia,3450191.5,2025-05-12
1379,PRD1379,Produk_1379,Elektronik,404,Gudang B,Tersedia,1426151.74,2025-05-02
1380,PRD1380,Produk_1380,Pakaian,481,Gudang A,Tersedia,3472377.18,2025-05-07
1381,PRD1381,Produk_1381,Otomotif,451,Gudang C,Tersedia,1536009.42,2025-05-11
1382,PRD1382,Produk_1382,Peralatan Rumah Tangga,24,Gudang A,Habis,3798602.51,2025-05-15
1383,PRD1383,Produk_1383,Otomotif,78,Gudang B,Habis,3102541.79,2025-05-13
1384,PRD1384,Produk_1384,Elektronik,67,Gudang B,Habis,396283.64,2025-05-14
1385,PRD1385,Produk_1385,Pakaian,172,Gudang B,Habis,2569048.46,2025-05-13
1386,PRD1386,Produk_1386,Peralatan Rumah Tangga,443,Gudang A,Tersedia,1723071.84,2025-05-15
1387,PRD1387,Produk_1387,Elektronik,11,Gudang C,Habis,1649567.46,2025-05-02
1388,PRD1388,Produk_1388,Otomotif,287,Gudang C,Tersedia,3015258.95,2025-05-07
1389,PRD1389,Produk_1389,Elektronik,127,Gudang A,Tersedia,1618400.87,2025-05-15
1390,PRD1390,Produk_1390,Pakaian,95,Gudang B,Segera Habis,3886699.8,2025-05-09
1391,PRD1391,Produk_1391,Kesehatan,91,Gudang C,Tersedia,363249.27,2025-05-11
1392,PRD1392,Produk_1392,Elektronik,140,Gudang B,Tersedia,3305337.38,2025-05-02
1393,PRD1393,Produk_1393,Elektronik,30,Gudang A,Tersedia,4047882.07,2025-05-07
1394,PRD1394,Produk_1394,Otomotif,333,Gudang B,Tersedia,3367430.13,2025-05-04
1395,PRD1395,Produk_1395,Otomotif,19,Gudang C,Tersedia,2491173.68,2025-05-11
1396,PRD1396,Produk_1396,Peralatan Rumah Tangga,145,Gudang C,Habis,4752032.0,2025-05-13
1397,PRD1397,Produk_1397,Otomotif,476,Gudang B,Segera Habis,1506693.06,2025-05-02
1398,PRD1398,Produk_1398,Makanan & Minuman,315,Gudang A,Tersedia,105647.76,2025-05-13
1399,PRD1399,Produk_1399,Pakaian,446,Gudang B,Tersedia,2165626.96,2025-05-07
1400,PRD1400,Produk_1400,Pakaian,389,Gudang A,Tersedia,174729.56,2025-05-13
1401,PRD1401,Produk_1401,Kesehatan,159,Gudang B,Habis,4770144.4,2025-05-05
1402,PRD1402,Produk_1402,Kesehatan,348,Gudang C,Tersedia,1057491.05,2025-05-01
1403,PRD1403,Produk_1403,Pakaian,42,Gudang A,Tersedia,3946745.85,2025-05-05
1404,PRD1404,Produk_1404,Kesehatan,253,Gudang A,Tersedia,3875114.7,2025-05-12
1405,PRD1405,Produk_1405,Peralatan Rumah Tangga,129,Gudang A,Tersedia,1096467.21,2025-05-12
1406,PRD1406,Produk_1406,Otomotif,59,Gudang C,Tersedia,3109920.39,2025-05-03
1407,PRD1407,Produk_1407,Pakaian,150,Gudang B,Habis,249914.05,2025-05-07
1408,PRD1408,Produk_1408,Kesehatan,466,Gudang C,Tersedia,2423037.18,2025-05-06
1409,PRD1409,Produk_1409,Pakaian,286,Gudang A,Tersedia,83089.17,2025-05-08
1410,PRD1410,Produk_1410,Makanan & Minuman,498,Gudang B,Tersedia,4606507.96,2025-05-13
1411,PRD1411,Produk_1411,Elektronik,4,Gudang C,Habis,4880669.26,2025-05-05
1412,PRD1412,Produk_1412,Otomotif,466,Gudang A,Tersedia,1119191.01,2025-05-02
1413,PRD1413,Produk_1413,Pakaian,417,Gudang A,Tersedia,1048449.11,2025-05-09
1414,PRD1414,Produk_1414,Elektronik,265,Gudang C,Tersedia,3771063.68,2025-05-14
1415,PRD1415,Produk_1415,Kesehatan,344,Gudang C,Tersedia,1274363.2,2025-05-11
1416,PRD1416,Produk_1416,Elektronik,129,Gudang C,Habis,4476432.03,2025-05-08
